latitude,longitude,color,year,country,sector
40.1756,34.382,orange,1995,Turkey,Petroleum Refinery
,,orange,1995,Turkey,Petroleum Refinery
49.5,16.0,orange,1995,Czechia,"Mining of coal, lignite and peat"
46.098,14.618,orange,1995,Austria,Production of electricity by coal
,,orange,1995,Austria,Production of electricity by coal
14.0,101.0,orange,1995,RoW Asia and Pacific,"Mining of coal, lignite and peat"
68.322,94.868,orange,1995,Russia,Activities of membership organisation
,,orange,1995,Russia,Activities of membership organisation
9.0,8.0,orange,1995,RoW Africa,Extraction of crude petroleum
49.1756,12.382,orange,1995,Austria,Petroleum Refinery
,,orange,1995,Austria,Petroleum Refinery
-13.0,-53.0,orange,1995,Brazil,Mining of iron
25.1756,119.382,orange,1995,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,1995,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
-13.0,-53.0,orange,1995,Brazil,Mining of iron
24.8956,42.502,orange,1995,RoW Middle East,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,1995,RoW Middle East,"Manufacture of basic iron, steel and ferro-alloys"
-13.0,-53.0,orange,1995,Brazil,Mining of iron
15.1756,99.382,orange,1995,RoW Asia and Pacific,Chemicals
,,orange,1995,RoW Asia and Pacific,Chemicals
60.0,-106.0,orange,1995,Canada,Mining of iron
52.1756,8.382,orange,1995,Germany,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,1995,Germany,"Manufacture of basic iron, steel and ferro-alloys"
14.0,101.0,orange,1995,RoW Asia and Pacific,"Mining of coal, lignite and peat"
36.1756,134.382,orange,1995,Japan,Manufacture of coke oven products
,,orange,1995,Japan,Manufacture of coke oven products
-25.5,135.0,orange,1995,Australia,"Mining of coal, lignite and peat"
34.098,128.618,orange,1995,South Korea,Production of electricity by coal
,,orange,1995,South Korea,Production of electricity by coal
14.0,101.0,orange,1995,RoW Asia and Pacific,Extraction of crude petroleum
0.1756,113.382,orange,1995,Indonesia,Chemicals
,,orange,1995,Indonesia,Chemicals
-13.0,-53.0,orange,1995,Brazil,Mining of iron
5.1756,-74.868,orange,1995,RoW America,Chemicals
,,orange,1995,RoW America,Chemicals
14.0,101.0,orange,1995,RoW Asia and Pacific,Mining of other non-ferrous metals
37.0156,101.832,orange,1995,China,Manufacture of electrical machinery
,,orange,1995,China,Manufacture of electrical machinery
23.72,44.12,orange,1995,RoW Middle East,Extraction of crude petroleum
25.1756,119.382,orange,1995,Taiwan,Petroleum Refinery
,,orange,1995,Taiwan,Petroleum Refinery
14.0,101.0,orange,1995,RoW Asia and Pacific,Extraction of crude petroleum
5.1756,-74.868,orange,1995,RoW America,Petroleum Refinery
,,orange,1995,RoW America,Petroleum Refinery
-25.5,135.0,orange,1995,Australia,Mining of iron
25.1756,119.382,orange,1995,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,1995,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
23.72,44.12,orange,1995,RoW Middle East,Extraction of crude petroleum
0.1756,113.382,orange,1995,Indonesia,Chemicals
,,orange,1995,Indonesia,Chemicals
23.72,44.12,orange,1995,RoW Middle East,Extraction of crude petroleum
-14.1756,-54.618,orange,1995,Brazil,Extraction of crude petroleum
,,orange,1995,Brazil,Extraction of crude petroleum
23.0,-102.0,orange,1995,Mexico,Extraction of crude petroleum
51.8156,3.052,orange,1995,Belgium,Petroleum Refinery
,,orange,1995,Belgium,Petroleum Refinery
-1.0,115.0,orange,1995,Indonesia,Mining of copper
15.1756,99.382,orange,1995,RoW Asia and Pacific,Chemicals
,,orange,1995,RoW Asia and Pacific,Chemicals
9.0,8.0,orange,1995,RoW Africa,Mining of iron
48.1756,0.382,orange,1995,France,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,1995,France,"Manufacture of basic iron, steel and ferro-alloys"
-13.0,-53.0,orange,1995,Brazil,Mining of iron
37.1756,126.382,orange,1995,South Korea,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,1995,South Korea,"Manufacture of basic iron, steel and ferro-alloys"
-13.0,-53.0,orange,1995,Brazil,Mining of iron
43.6756,10.882,orange,1995,Italy,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,1995,Italy,"Manufacture of basic iron, steel and ferro-alloys"
14.0,101.0,orange,1995,RoW Asia and Pacific,Extraction of crude petroleum
49.1756,12.382,orange,1995,Austria,Petroleum Refinery
,,orange,1995,Austria,Petroleum Refinery
9.0,8.0,orange,1995,RoW Africa,Extraction of crude petroleum
47.9756,6.612,orange,1995,Switzerland,Petroleum Refinery
,,orange,1995,Switzerland,Petroleum Refinery
14.0,101.0,orange,1995,RoW Asia and Pacific,Mining of iron
67.5956,92.632,orange,1995,Russia,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,1995,Russia,"Manufacture of basic iron, steel and ferro-alloys"
14.0,101.0,orange,1995,RoW Asia and Pacific,Extraction of crude petroleum
25.1756,119.382,orange,1995,Taiwan,Petroleum Refinery
,,orange,1995,Taiwan,Petroleum Refinery
23.72,44.12,orange,1995,RoW Middle East,Extraction of crude petroleum
-24.3244,133.382,orange,1995,Australia,Petroleum Refinery
,,orange,1995,Australia,Petroleum Refinery
14.0,101.0,orange,1995,RoW Asia and Pacific,Quarrying of stone
-2.902,115.618,orange,1995,Indonesia,Construction
,,orange,1995,Indonesia,Construction
23.72,44.12,orange,1995,RoW Middle East,Extraction of crude petroleum
-11.8244,-54.618,orange,1995,Brazil,Chemicals
,,orange,1995,Brazil,Chemicals
-13.0,-53.0,orange,1995,Brazil,Mining of iron
48.1756,0.382,orange,1995,France,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,1995,France,"Manufacture of basic iron, steel and ferro-alloys"
23.72,44.12,orange,1995,RoW Middle East,Extraction of crude petroleum
37.0156,101.832,orange,1995,China,Petroleum Refinery
,,orange,1995,China,Petroleum Refinery
60.0,-106.0,orange,1995,Canada,Mining of copper
15.1756,99.382,orange,1995,RoW Asia and Pacific,Chemicals
,,orange,1995,RoW Asia and Pacific,Chemicals
-25.5,135.0,orange,1995,Australia,Mining of copper
36.1756,134.382,orange,1995,Japan,Copper production
,,orange,1995,Japan,Copper production
-25.5,135.0,orange,1995,Australia,"Mining of lead, zinc and tin"
36.1756,134.382,orange,1995,Japan,"Lead, zinc and tin production"
,,orange,1995,Japan,"Lead, zinc and tin production"
35.0,136.0,red,1995,Japan,Manufacture of communication equipment
42.0056,-100.198,red,1995,USA,Manufacture of communication equipment
,,red,1995,USA,Manufacture of communication equipment
40.83,-98.58,red,1995,USA,Manufacture of other transport equipment
52.1756,8.382,red,1995,Germany,Manufacture of other transport equipment
,,red,1995,Germany,Manufacture of other transport equipment
40.83,-98.58,red,1995,USA,Aluminium production
36.1756,134.382,red,1995,Japan,Aluminium production
,,red,1995,Japan,Aluminium production
36.0,128.0,red,1995,South Korea,Manufacture of other transport equipment
66.42,96.25,red,1995,Russia,Fishing
,,red,1995,Russia,Fishing
66.42,94.25,red,1995,Russia,"Manufacture of basic iron, steel and ferro-alloys"
25.1756,119.382,red,1995,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
,,red,1995,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
35.84,103.45,red,1995,China,Tanning and dressing of leather
15.1756,99.382,red,1995,RoW Asia and Pacific,Chemicals
,,red,1995,RoW Asia and Pacific,Chemicals
66.42,94.25,red,1995,Russia,"Manufacture of cement, lime and plaster"
21.818,44.738,red,1995,RoW Middle East,Construction
,,red,1995,RoW Middle East,Construction
35.0,136.0,red,1995,Japan,Manufacture of fish products
38.928,-97.962,red,1995,USA,Hotels and restaurants
,,red,1995,USA,Hotels and restaurants
51.0,10.0,red,1995,Germany,Manufacture of motor vehicles
55.7756,-3.618,red,1995,United Kingdom,Manufacture of motor vehicles
,,red,1995,United Kingdom,Manufacture of motor vehicles
35.0,136.0,red,1995,Japan,Manufacture of other transport equipment
42.0056,-100.198,red,1995,USA,Manufacture of other transport equipment
,,red,1995,USA,Manufacture of other transport equipment
40.83,-98.58,red,1995,USA,Manufacture of machinery
52.1756,8.382,red,1995,Germany,Manufacture of machinery
,,red,1995,Germany,Manufacture of machinery
51.0,10.0,red,1995,Germany,Manufacture of motor vehicles
48.1756,0.382,red,1995,France,Manufacture of motor vehicles
,,red,1995,France,Manufacture of motor vehicles
35.0,136.0,red,1995,Japan,Plastics
42.0056,-100.198,red,1995,USA,Manufacture of rubber and plastic products
,,red,1995,USA,Manufacture of rubber and plastic products
35.0,136.0,red,1995,Japan,Manufacture of motor vehicles
42.0056,-100.198,red,1995,USA,Manufacture of motor vehicles
,,red,1995,USA,Manufacture of motor vehicles
35.0,136.0,red,1995,Japan,Manufacture of communication equipment
42.0056,-100.198,red,1995,USA,Manufacture of motor vehicles
,,red,1995,USA,Manufacture of motor vehicles
40.83,-98.58,red,1995,USA,Pulp
36.1756,134.382,red,1995,Japan,Paper
,,red,1995,Japan,Paper
51.0,10.0,red,1995,Germany,Manufacture of motor vehicles
51.8156,3.052,red,1995,Belgium,Manufacture of motor vehicles
,,red,1995,Belgium,Manufacture of motor vehicles
51.0,10.0,red,1995,Germany,Manufacture of motor vehicles
42.0056,-100.198,red,1995,USA,Manufacture of motor vehicles
,,red,1995,USA,Manufacture of motor vehicles
40.83,-98.58,red,1995,USA,Aluminium production
36.1756,134.382,red,1995,Japan,Casting of metals
,,red,1995,Japan,Casting of metals
40.83,-98.58,red,1995,USA,Aluminium production
36.1756,134.382,red,1995,Japan,Manufacture of fabricated metal products
,,red,1995,Japan,Manufacture of fabricated metal products
51.0,10.0,red,1995,Germany,Plastics
53.4956,3.932,red,1995,Netherlands,Manufacture of rubber and plastic products
,,red,1995,Netherlands,Manufacture of rubber and plastic products
40.83,-98.58,red,1995,USA,Chemicals
55.7756,-3.618,red,1995,United Kingdom,Plastics
,,red,1995,United Kingdom,Plastics
35.0,136.0,red,1995,Japan,"Manufacture of basic iron, steel and ferro-alloys"
12.098,101.618,red,1995,RoW Asia and Pacific,Construction
,,red,1995,RoW Asia and Pacific,Construction
47.0,2.0,red,1995,France,Manufacture of motor vehicles
55.7756,-3.618,red,1995,United Kingdom,Manufacture of motor vehicles
,,red,1995,United Kingdom,Manufacture of motor vehicles
40.83,-98.58,red,1995,USA,Chemicals
52.1756,8.382,red,1995,Germany,Manufacture of machinery
,,red,1995,Germany,Manufacture of machinery
60.0,-106.0,red,1995,Canada,Manufacture of wood products
33.098,136.618,red,1995,Japan,Construction
,,red,1995,Japan,Construction
40.83,-98.58,red,1995,USA,Chemicals
52.1756,8.382,red,1995,Germany,Manufacture of motor vehicles
,,red,1995,Germany,Manufacture of motor vehicles
14.0,101.0,red,1995,RoW Asia and Pacific,Chemicals
36.1756,134.382,red,1995,Japan,Chemicals
,,red,1995,Japan,Chemicals
40.83,-98.58,red,1995,USA,"Manufacture of basic iron, steel and ferro-alloys"
12.098,101.618,red,1995,RoW Asia and Pacific,Construction
,,red,1995,RoW Asia and Pacific,Construction
40.83,-98.58,red,1995,USA,Processing of food products
61.1756,-107.618,red,1995,Canada,Processing of food products
,,red,1995,Canada,Processing of food products
35.0,136.0,red,1995,Japan,Manufacture of communication equipment
42.0056,-100.198,red,1995,USA,Manufacture of medical and precision instruments
,,red,1995,USA,Manufacture of medical and precision instruments
40.83,-98.58,red,1995,USA,Chemicals
15.902,101.618,red,1995,RoW Asia and Pacific,Health and social work
,,red,1995,RoW Asia and Pacific,Health and social work
47.0,2.0,red,1995,France,Manufacture of motor vehicles
52.1756,8.382,red,1995,Germany,Manufacture of motor vehicles
,,red,1995,Germany,Manufacture of motor vehicles
40.83,-98.58,red,1995,USA,Manufacture of other transport equipment
5.1756,-74.868,red,1995,RoW America,Manufacture of other transport equipment
,,red,1995,RoW America,Manufacture of other transport equipment
40.83,-98.58,red,1995,USA,Manufacture of other transport equipment
54.902,-7.382,red,1995,Ireland,Air transport
,,red,1995,Ireland,Air transport
35.0,136.0,red,1995,Japan,Manufacture of communication equipment
42.0056,-100.198,red,1995,USA,Manufacture of office machinery and computers
,,red,1995,USA,Manufacture of office machinery and computers
40.2,-3.5,red,1995,Spain,Manufacture of fabricated metal products
21.818,44.738,red,1995,RoW Middle East,Construction
,,red,1995,RoW Middle East,Construction
35.0,136.0,red,1995,Japan,Manufacture of electrical machinery
12.098,101.618,red,1995,RoW Asia and Pacific,Construction
,,red,1995,RoW Asia and Pacific,Construction
54.6,-2.0,red,1995,United Kingdom,Manufacture of motor vehicles
36.1756,134.382,red,1995,Japan,Manufacture of motor vehicles
,,red,1995,Japan,Manufacture of motor vehicles
60.0,-106.0,red,1995,Canada,Processing of food products
42.0056,-100.198,red,1995,USA,Processing of food products
,,red,1995,USA,Processing of food products
40.83,-98.58,red,1995,USA,Tanning and dressing of leather
15.1756,99.382,red,1995,RoW Asia and Pacific,Chemicals
,,red,1995,RoW Asia and Pacific,Chemicals
35.0,136.0,red,1995,Japan,"Manufacture of basic iron, steel and ferro-alloys"
15.1756,99.382,red,1995,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys"
,,red,1995,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys"
60.5,14.0,red,1995,Sweden,Manufacture of fabricated metal products
7.098,8.618,red,1995,RoW Africa,Construction
,,red,1995,RoW Africa,Construction
35.0,136.0,red,1995,Japan,Manufacture of fish products
42.732,-97.962,red,1995,USA,Public administration and defence; social security
,,red,1995,USA,Public administration and defence; social security
40.83,-98.58,red,1995,USA,Chemicals
52.1756,8.382,red,1995,Germany,Manufacture of rubber and plastic products
,,red,1995,Germany,Manufacture of rubber and plastic products
66.42,94.25,red,1995,Russia,"Manufacture of basic iron, steel and ferro-alloys"
42.0056,-100.198,red,1995,USA,Manufacture of fabricated metal products
,,red,1995,USA,Manufacture of fabricated metal products
47.0,2.0,red,1995,France,Manufacture of motor vehicles
51.8156,3.052,red,1995,Belgium,Manufacture of motor vehicles
,,red,1995,Belgium,Manufacture of motor vehicles
54.6,-2.0,red,1995,United Kingdom,Processing of food products
40.598,13.118,red,1995,Italy,Hotels and restaurants
,,red,1995,Italy,Hotels and restaurants
50.64,4.67,red,1995,Belgium,Manufacture of motor vehicles
52.1756,8.382,red,1995,Germany,Manufacture of motor vehicles
,,red,1995,Germany,Manufacture of motor vehicles
23.0,-102.0,red,1995,Mexico,Chemicals
42.0056,-100.198,red,1995,USA,Chemicals
,,red,1995,USA,Chemicals
40.83,-98.58,red,1995,USA,"Manufacture of basic iron, steel and ferro-alloys"
15.1756,99.382,red,1995,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys"
,,red,1995,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys"
40.83,-98.58,red,1995,USA,Chemicals
52.1756,8.382,red,1995,Germany,Manufacture of textiles
,,red,1995,Germany,Manufacture of textiles
23.72,44.12,red,1995,RoW Middle East,Manufacture of communication equipment
37.1756,126.382,red,1995,South Korea,Manufacture of communication equipment
,,red,1995,South Korea,Manufacture of communication equipment
36.0,128.0,red,1995,South Korea,Manufacture of communication equipment
42.0056,-100.198,red,1995,USA,Manufacture of communication equipment
,,red,1995,USA,Manufacture of communication equipment
4.0,-73.25,red,1995,RoW America,Copper production
42.0056,-100.198,red,1995,USA,Copper production
,,red,1995,USA,Copper production
40.83,-98.58,red,1995,USA,Manufacture of wood products
45.098,2.618,red,1995,France,Construction
,,red,1995,France,Construction
35.0,136.0,red,1995,Japan,Manufacture of fish products
42.732,-97.962,red,1995,USA,Health and social work
,,red,1995,USA,Health and social work
35.0,136.0,red,1995,Japan,Manufacture of office machinery and computers
15.1756,99.382,red,1995,RoW Asia and Pacific,Chemicals
,,red,1995,RoW Asia and Pacific,Chemicals
66.42,94.25,red,1995,Russia,"Manufacture of basic iron, steel and ferro-alloys"
22.098,121.618,red,1995,Taiwan,Construction
,,red,1995,Taiwan,Construction
14.0,101.0,red,1995,RoW Asia and Pacific,Manufacture of machinery
36.1756,134.382,red,1995,Japan,Manufacture of machinery
,,red,1995,Japan,Manufacture of machinery
23.0,-102.0,red,1995,Mexico,Paper
55.7756,-3.618,red,1995,United Kingdom,Publishing and reproduction of recorded media
,,red,1995,United Kingdom,Publishing and reproduction of recorded media
35.0,136.0,red,1995,Japan,Manufacture of other transport equipment
42.732,-97.962,red,1995,USA,Public administration and defence; social security
,,red,1995,USA,Public administration and defence; social security
35.0,136.0,red,1995,Japan,Manufacture of machinery
25.1756,119.382,red,1995,Taiwan,Manufacture of machinery
,,red,1995,Taiwan,Manufacture of machinery
54.6,-2.0,red,1995,United Kingdom,Manufacture of fabricated metal products
33.938,104.068,red,1995,China,Construction
,,red,1995,China,Construction
47.0,2.0,red,1995,France,Manufacture of other transport equipment
42.0056,-100.198,red,1995,USA,Manufacture of other transport equipment
,,red,1995,USA,Manufacture of other transport equipment
40.83,-98.58,red,1995,USA,Chemicals
52.1756,8.382,red,1995,Germany,Re-processing of secondary plastic
,,red,1995,Germany,Re-processing of secondary plastic
